sample_id,person_id,display_name,analysis_group,face_type,face_type_ko,sequence,source_path,source_sha256,source_width,source_height,processed_path,face_confidence,face_ratio,brightness_score,blur_score,roll_degrees,training_eligible,review_reason
ju_ji_hoon_01,ju_ji_hoon,주지훈,male,fox,여우상,1,사진데이터/주지훈1.png,8380142fba6c0db01c44d2d54334539e01bfc927ccc2ec3a9284e058910c29e0,378,420,processed/male/fox/ju_ji_hoon/ju_ji_hoon_01.jpg,0.9389,0.18724,0.4695,0.4911,0.763,True,
ju_ji_hoon_02,ju_ji_hoon,주지훈,male,fox,여우상,2,사진데이터/주지훈2.png,2e2e45ccb8ddf7cb3683b2368cf85fe91fee8db8fd87a7da04a2e0dc6dfeb877,592,714,processed/male/fox/ju_ji_hoon/ju_ji_hoon_02.jpg,0.91929,0.29582,0.6032,0.8706,-8.656,True,
ju_ji_hoon_03,ju_ji_hoon,주지훈,male,fox,여우상,3,사진데이터/주지훈3.png,839cf35f38f29b6d2da44ea6ce33352ca0c767c31ed7fd625700db201c3940dc,528,540,processed/male/fox/ju_ji_hoon/ju_ji_hoon_03.jpg,0.95549,0.20422,0.6726,0.7743,-4.772,True,
lee_do_hyun_01,lee_do_hyun,이도현,male,fox,여우상,1,사진데이터/이도현1.png,d3f998e24570f6ef4c0b87f6e8bbe455eda0270893ef5e66d62300b28015f1c4,530,566,processed/male/fox/lee_do_hyun/lee_do_hyun_01.jpg,0.93028,0.14514,0.5763,0.7082,-7.311,True,
lee_do_hyun_02,lee_do_hyun,이도현,male,fox,여우상,2,사진데이터/이도현2.png,3a6bdea09d839057f15a5b5a59efa9b8e7122d2add023dc581088024069d9e70,416,526,processed/male/fox/lee_do_hyun/lee_do_hyun_02.jpg,0.91644,0.18415,0.3232,0.5551,-1.277,True,
lee_do_hyun_03,lee_do_hyun,이도현,male,fox,여우상,3,사진데이터/이도현3.png,5047a5204196e7a4527c5d84a768844fadb648a03e5dae7bc53c05fa7e3ab702,652,696,processed/male/fox/lee_do_hyun/lee_do_hyun_03.jpg,0.93061,0.21368,0.536,0.9208,-3.341,True,
miyeon_gidle_01,miyeon_gidle,미연,female,deer,사슴상,1,사진데이터/미연1.png,97d9ca8f371060b8d87eb76b63ea60f16551a133d14ee4518bc4aac43487b27d,540,602,processed/female/deer/miyeon_gidle/miyeon_gidle_01.jpg,0.93711,0.3392,0.4384,0.6795,-1.083,True,
miyeon_gidle_02,miyeon_gidle,미연,female,deer,사슴상,2,사진데이터/미연2.png,f79131e71262db8b77ffb8d02fc5de44dd351273e95c582a619816d5cd3ae4aa,504,458,processed/female/deer/miyeon_gidle/miyeon_gidle_02.jpg,0.93707,0.1418,0.6647,0.6465,-8.666,True,
miyeon_gidle_03,miyeon_gidle,미연,female,deer,사슴상,3,사진데이터/미연3.png,6b3d8f60f4af38b23bfd7b9c90c90411d7af5bc7dc2bd9238cda2763be75fe1c,446,500,processed/female/deer/miyeon_gidle/miyeon_gidle_03.jpg,0.94083,0.1822,0.4296,0.6671,12.276,True,
sullyoon_nmixx_01,sullyoon_nmixx,설윤,female,deer,사슴상,1,사진데이터/설윤1.png,50ea4c051790431a2774a84357a30822dd01dbc3f02512e578026cf32a78ba75,442,470,processed/female/deer/sullyoon_nmixx/sullyoon_nmixx_01.jpg,0.93342,0.19171,0.4964,0.8087,-9.167,True,
sullyoon_nmixx_02,sullyoon_nmixx,설윤,female,deer,사슴상,2,사진데이터/설윤2.png,e87c374e43fcc38743374735f534b7c5308bd42d046a4594216d50fd19ced132,534,598,processed/female/deer/sullyoon_nmixx/sullyoon_nmixx_02.jpg,0.94801,0.20066,0.4937,0.8488,0.886,True,
sullyoon_nmixx_03,sullyoon_nmixx,설윤,female,deer,사슴상,3,사진데이터/설윤3.png,ebf999918ef6f0703fe972e5b71521bff38939419df48b3f6418964125404f87,428,502,processed/female/deer/sullyoon_nmixx/sullyoon_nmixx_03.jpg,0.93069,0.14283,0.3813,0.3641,17.095,True,
im_yoon_a_01,im_yoon_a,윤아,female,deer,사슴상,1,사진데이터/윤아1.png,1a58befd78216e7048e29d7e4ff8f090a3fd34105cbdf8b2947cbf028a46275f,440,522,processed/female/deer/im_yoon_a/im_yoon_a_01.jpg,0.9439,0.21384,0.6028,0.8034,-1.513,True,
im_yoon_a_02,im_yoon_a,윤아,female,deer,사슴상,2,사진데이터/윤아2.png,1e4bf128331e70f7349760ad792b27f324ce6ea32911436f66d3d97e564ad9ee,468,538,processed/female/deer/im_yoon_a/im_yoon_a_02.jpg,0.95044,0.18791,0.5,0.699,9.63,True,
im_yoon_a_03,im_yoon_a,윤아,female,deer,사슴상,3,사진데이터/윤아3.png,7db648df29eb984241339e8c97cb116f457d1578ba88f10552d8604f3fc2ff3c,396,448,processed/female/deer/im_yoon_a/im_yoon_a_03.jpg,0.9461,0.08472,0.5062,0.4032,3.549,True,
go_ara_01,go_ara,고아라,female,deer,사슴상,1,사진데이터/고아라1.png,3b96afbc8fabdcea885fd797af5e0f50f82f2176123652b4169b90a5c485d52f,584,514,processed/female/deer/go_ara/go_ara_01.jpg,0.92648,0.18916,0.5337,0.812,17.768,True,
go_ara_02,go_ara,고아라,female,deer,사슴상,2,사진데이터/고아라2.png,583d04d331deae475b229cf70354d4d740798b3d54e1ffcff6f20e313ef0cf57,482,460,processed/female/deer/go_ara/go_ara_02.jpg,0.94602,0.30565,0.4776,0.7951,-2.447,True,
go_ara_03,go_ara,고아라,female,deer,사슴상,3,사진데이터/고아라3.png,20cf7b9c9441f70554789b5b2b176dd95d053230d7ac65c4a38409d72fdc4abb,544,630,processed/female/deer/go_ara/go_ara_03.jpg,0.92598,0.38649,0.4453,0.8249,-1.199,True,
minho_shinee_01,minho_shinee,샤이니 민호,male,deer,사슴상,1,사진데이터/민호1.png,7dafbdb47d069d42bf4c46ebccb8a54fb13980fcdd9c03efd9c92da8d3ce9b87,444,470,processed/male/deer/minho_shinee/minho_shinee_01.jpg,0.9397,0.29286,0.5731,0.6146,-4.213,True,
minho_shinee_02,minho_shinee,샤이니 민호,male,deer,사슴상,2,사진데이터/민호2.png,3031737298dabd59d3a4c273e81405426f242d3f28b25614bdd06cb3f6d4084b,458,478,processed/male/deer/minho_shinee/minho_shinee_02.jpg,0.95164,0.218,0.5985,0.755,0.237,True,
minho_shinee_03,minho_shinee,샤이니 민호,male,deer,사슴상,3,사진데이터/민호3.png,380f8529528b4a372ba2ead0f294efb83ab2160e0c82e69c5410673f3fbb8847,450,398,processed/male/deer/minho_shinee/minho_shinee_03.jpg,0.93008,0.15857,0.5074,0.5969,20.562,False,extreme_roll
hanjin_tws_01,hanjin_tws,투어스 한진,male,deer,사슴상,1,사진데이터/투어스한진1.png,ab7b49b0b9a677c994f2f54b2f6b7cf9dbea48cdcd379aaa90ada59f542be064,390,430,processed/male/deer/hanjin_tws/hanjin_tws_01.jpg,0.92581,0.20236,0.408,0.6146,-6.734,True,
hanjin_tws_02,hanjin_tws,투어스 한진,male,deer,사슴상,2,사진데이터/투어스한진2.png,c7be782b2c519a542b3f01e17747bedbccef775447c5540463046a5a3a41d627,572,572,processed/male/deer/hanjin_tws/hanjin_tws_02.jpg,0.92692,0.32052,0.447,0.9525,4.734,True,
hanjin_tws_03,hanjin_tws,투어스 한진,male,deer,사슴상,3,사진데이터/투어스한진3.png,8e29e8eef1957e85980453ba0d9875de1260ea3b5ebd67439e201b42d74a6737,420,548,processed/male/deer/hanjin_tws/hanjin_tws_03.jpg,0.93781,0.1944,0.4276,0.7346,-3.935,True,
cha_eun_woo_01,cha_eun_woo,차은우,male,deer,사슴상,1,사진데이터/차은우1.png,307bf131393df18ac570fcadbfa2d43be4b1eb9e6a206c123f101c423257728c,614,632,processed/male/deer/cha_eun_woo/cha_eun_woo_01.jpg,0.93309,0.22037,0.473,0.6369,-16.824,True,
cha_eun_woo_02,cha_eun_woo,차은우,male,deer,사슴상,2,사진데이터/차은우2.png,9c9601758be7d2b989a5714259bada49686cb1eaf80d8aa92b816a632204c620,612,698,processed/male/deer/cha_eun_woo/cha_eun_woo_02.jpg,0.94053,0.23475,0.5201,0.8893,-11.122,True,
cha_eun_woo_03,cha_eun_woo,차은우,male,deer,사슴상,3,사진데이터/차은우3.png,b8f347a18809e5512d7ce4e115f38d94442a627dea4a218601bc3be49d3abf87,478,564,processed/male/deer/cha_eun_woo/cha_eun_woo_03.jpg,0.9423,0.1869,0.5122,0.8224,-8.918,True,
max_changmin_01,max_changmin,최강창민,male,deer,사슴상,1,사진데이터/최강창민1.png,d7fdf46c89965257538c6be09b3190b9e4d717aba8983eab40727175b54c332a,340,384,processed/male/deer/max_changmin/max_changmin_01.jpg,0.94189,0.21902,0.491,0.6696,-3.388,True,
max_changmin_02,max_changmin,최강창민,male,deer,사슴상,2,사진데이터/최강창민2.png,db3d95b8561a008b62d3b3189a35265cd1d21eda9f28a76625392311a97c9ac9,442,564,processed/male/deer/max_changmin/max_changmin_02.jpg,0.94842,0.17869,0.4696,0.5881,-2.424,True,
max_changmin_03,max_changmin,최강창민,male,deer,사슴상,3,사진데이터/최강창민3.png,8258a30d77f27659b6a2b4f3ec03049d2494e231c5f4c98f1a37da78a33d9369,524,698,processed/male/deer/max_changmin/max_changmin_03.jpg,0.94742,0.14796,0.6141,0.7038,-6.245,True,
ha_yeon_soo_01,ha_yeon_soo,하연수,female,turtle,거북이상,1,사진데이터/하연수1.png,c8371b1e52d0ac31748fe175be906cb7ff1c9d2a63762cfd45c2cb3b650ccea5,594,696,processed/female/turtle/ha_yeon_soo/ha_yeon_soo_01.jpg,0.92726,0.2149,0.4215,0.769,-14.189,True,
ha_yeon_soo_02,ha_yeon_soo,하연수,female,turtle,거북이상,2,사진데이터/하연수2.png,55c0e41203c9adae6839a44f4da6309d28c4a6497fcfd24b7bc852f32374c5e5,456,534,processed/female/turtle/ha_yeon_soo/ha_yeon_soo_02.jpg,0.95058,0.27345,0.5924,0.9093,-0.802,True,
ha_yeon_soo_03,ha_yeon_soo,하연수,female,turtle,거북이상,3,사진데이터/하연수3.png,b12568cff547b708c8c7bbfe226686c3427bee434a08d2a606544b3d917f9623,524,612,processed/female/turtle/ha_yeon_soo/ha_yeon_soo_03.jpg,0.94422,0.19555,0.5832,0.7069,0.935,True,
yujeong_01,yujeong,유정,female,turtle,거북이상,1,사진데이터/유정1.png,f4cc06e1d745241db2c737bc5a82d133f208a9472cf898f31c6f12547a98410d,482,466,processed/female/turtle/yujeong/yujeong_01.jpg,0.93758,0.16405,0.4262,0.3709,-5.032,True,
yujeong_02,yujeong,유정,female,turtle,거북이상,2,사진데이터/유정2.png,51672252d382c8165dcc913a444dc9706360532830694ec06b45301ed483d1e5,550,530,processed/female/turtle/yujeong/yujeong_02.jpg,0.94359,0.18886,0.4519,0.7221,-3.198,True,
yujeong_03,yujeong,유정,female,turtle,거북이상,3,사진데이터/유정3.png,93c7ca3e53cf887dad25db95a45fb7a8ede7bc6d8d248fe812db75bb07400b98,512,552,processed/female/turtle/yujeong/yujeong_03.jpg,0.93837,0.18506,0.5531,0.644,3.111,True,
shin_min_a_01,shin_min_a,신민아,female,turtle,거북이상,1,사진데이터/신민아1.png,d46205cf3f4fd7e32fc7471149cdd078b06fe4e1e965efff4ffe8749aff723d0,492,580,processed/female/turtle/shin_min_a/shin_min_a_01.jpg,0.93849,0.21684,0.4665,0.6469,4.443,True,
shin_min_a_02,shin_min_a,신민아,female,turtle,거북이상,2,사진데이터/신민아2.png,434a3025ee6f3acb36876c7881b5cf84bde114a6d8d374e0af221a432f73286e,520,638,processed/female/turtle/shin_min_a/shin_min_a_02.jpg,0.93008,0.26084,0.4289,0.8982,3.208,True,
shin_min_a_03,shin_min_a,신민아,female,turtle,거북이상,3,사진데이터/신민아3.png,d78dfae79e99887c9f28528c5828881ab0e6e3e81ef847f5c3e5c98cfb02890f,428,424,processed/female/turtle/shin_min_a/shin_min_a_03.jpg,0.92061,0.17502,0.5033,0.6098,0.599,True,
jo_yu_ri_01,jo_yu_ri,조유리,female,turtle,거북이상,1,사진데이터/조유리1.png,ed92ca5ee4c219d8c9a7ba11614ac28eb1bd118fc82fd486375337b958824283,630,516,processed/female/turtle/jo_yu_ri/jo_yu_ri_01.jpg,0.9329,0.1166,0.6937,0.7336,-5.668,True,
jo_yu_ri_02,jo_yu_ri,조유리,female,turtle,거북이상,2,사진데이터/조유리2.png,a1f70bf8899226112ef369b1b95b7a1446c028232fd1426f372dbfb7566d0367,528,664,processed/female/turtle/jo_yu_ri/jo_yu_ri_02.jpg,0.92611,0.36131,0.6243,0.7521,5.726,True,
jo_yu_ri_03,jo_yu_ri,조유리,female,turtle,거북이상,3,사진데이터/조유리3.png,d3a83abe1e43ee2103ffb0cc41d5988453ca0d722e57229af4dfbe5a5490adc2,510,504,processed/female/turtle/jo_yu_ri/jo_yu_ri_03.jpg,0.94481,0.16868,0.4725,0.7478,5.272,True,
kang_mina_01,kang_mina,강미나,female,hamster,햄스터상,1,사진데이터/강미나1.png,a48a0a94ea933cba139d1369c92adf4dd3dc4d981a1db4c56c6a8841ec7db003,434,414,processed/female/hamster/kang_mina/kang_mina_01.jpg,0.94385,0.17318,0.4748,0.202,2.683,False,too_blurry
kang_mina_02,kang_mina,강미나,female,hamster,햄스터상,2,사진데이터/강미나2.png,4835411d3abdc3143744af0133acc41a078ec62a2b1fc1d30e901929c32607e9,418,530,processed/female/hamster/kang_mina/kang_mina_02.jpg,0.93115,0.19352,0.4924,0.728,-1.64,True,
kang_mina_03,kang_mina,강미나,female,hamster,햄스터상,3,사진데이터/강미나3.png,5ad6eb1d7eadfa285838b2a296fed706281f27590f4cea9b10f9ca4d4f6266c4,504,578,processed/female/hamster/kang_mina/kang_mina_03.jpg,0.94159,0.24035,0.3684,0.8441,5.488,True,
wonhee_illit_01,wonhee_illit,원희,female,hamster,햄스터상,1,사진데이터/원희1.png,e776eb357356547289cd2ad3c39229c9cd25032b71f813097cc67ddd3c81d0f3,290,384,processed/female/hamster/wonhee_illit/wonhee_illit_01.jpg,0.93532,0.23471,0.3214,0.499,-0.03,True,
wonhee_illit_02,wonhee_illit,원희,female,hamster,햄스터상,2,사진데이터/원희2.png,a96c63b23778060a12e0f04795bab07c292a3a4407ba8b5b8d172ada29a60140,540,610,processed/female/hamster/wonhee_illit/wonhee_illit_02.jpg,0.93853,0.14128,0.4045,0.7887,-8.859,True,
wonhee_illit_03,wonhee_illit,원희,female,hamster,햄스터상,3,사진데이터/원희3.png,76aae5751130924d90a8c29fe24c581810e6c2a10e907df78268b8d77ce58334,554,612,processed/female/hamster/wonhee_illit/wonhee_illit_03.jpg,0.92055,0.37415,0.3822,0.7235,-6.001,True,
kim_da_mi_01,kim_da_mi,김다미,female,hamster,햄스터상,1,사진데이터/김다미1.png,85715099fed3d94eb5de9b05d4fbf053bddc5cb9458e198616e398b33869835b,372,406,processed/female/hamster/kim_da_mi/kim_da_mi_01.jpg,0.93478,0.20689,0.4614,0.705,-5.804,True,
kim_da_mi_02,kim_da_mi,김다미,female,hamster,햄스터상,2,사진데이터/김다미2.png,ad48e71af6b98c083e781c463d0889c94e15d603a79e7abcef024624a1f48080,322,334,processed/female/hamster/kim_da_mi/kim_da_mi_02.jpg,0.93738,0.23046,0.4896,0.6079,-7.869,True,
kim_da_mi_03,kim_da_mi,김다미,female,hamster,햄스터상,3,사진데이터/김다미3.png,bfbb24481e7a0f2f3e89b617df503f5c552005aec1b3e9f96e76155d67feb343,568,560,processed/female/hamster/kim_da_mi/kim_da_mi_03.jpg,0.93901,0.13842,0.4108,0.7333,-6.877,True,
song_ha_young_01,song_ha_young,송하영,female,hamster,햄스터상,1,사진데이터/송하영1.png,c1ec83c715987d13691f1624605d959216ba011f14de4faaa1d7279a1b6d6700,362,430,processed/female/hamster/song_ha_young/song_ha_young_01.jpg,0.93895,0.17531,0.4543,0.5358,3.671,True,
song_ha_young_02,song_ha_young,송하영,female,hamster,햄스터상,2,사진데이터/송하영2.png,ef613bc920b779d72667b82d5a79e50fe2b1faed9c8bd61e8f6ca2cb67fbceb8,322,426,processed/female/hamster/song_ha_young/song_ha_young_02.jpg,0.91696,0.1975,0.3997,0.759,-3.658,True,
song_ha_young_03,song_ha_young,송하영,female,hamster,햄스터상,3,사진데이터/송하영3.png,24e24a91cb217c8f7050af1e44051b9f6b74b79422ae2edcb4b9868b0abe4dfe,304,410,processed/female/hamster/song_ha_young/song_ha_young_03.jpg,0.93919,0.14549,0.6117,0.6033,5.763,True,
karina_aespa_01,karina_aespa,카리나,female,snake,뱀상,1,사진데이터/카리나1.png,d635e54d062146c2abf2fcdb6b93cc91d315a41f9c3d410ea3f5a8f249da7abd,348,436,processed/female/snake/karina_aespa/karina_aespa_01.jpg,0.93986,0.24614,0.49,0.7616,-6.844,True,
karina_aespa_02,karina_aespa,카리나,female,snake,뱀상,2,사진데이터/카리나2.png,ae5dcbc061aa836da9ee8bb1381e921f1971420cab403f856162b814ed42459b,324,458,processed/female/snake/karina_aespa/karina_aespa_02.jpg,0.9384,0.26419,0.3518,0.8502,-8.058,True,
karina_aespa_03,karina_aespa,카리나,female,snake,뱀상,3,사진데이터/카리나3.png,f51e36d1781eefec57b69a0954dee0f04224245ba12783f5821823f58cfcf5a3,478,634,processed/female/snake/karina_aespa/karina_aespa_03.jpg,0.94338,0.18992,0.4644,0.801,-5.311,True,
chungha_01,chungha,청하,female,snake,뱀상,1,사진데이터/청하1.png,3bc25cc62b7ff009625f6fa9e41d41514420152b11f3bb273976105d4e8c3ace,470,608,processed/female/snake/chungha/chungha_01.jpg,0.95074,0.27152,0.4417,0.7078,-11.003,True,
chungha_02,chungha,청하,female,snake,뱀상,2,사진데이터/청하2.png,4003f17f8e0e9cbc3527eb825c1b86cfd4a0422935bfd393a856a19eb48bbfad,386,422,processed/female/snake/chungha/chungha_02.jpg,0.94733,0.17444,0.5078,0.7262,1.7,True,
chungha_03,chungha,청하,female,snake,뱀상,3,사진데이터/청하3.png,2cf1bb42112cbfc5c93992bf4215c4a5c456ea774894890c38ee90e3863496c2,472,612,processed/female/snake/chungha/chungha_03.jpg,0.94557,0.20868,0.5097,0.7977,1.435,True,
heize_01,heize,헤이즈,female,snake,뱀상,1,사진데이터/헤이즈1.png,eca0acd97a68e977c2f61174f21b6ff5b87b06b5d3b8e8d128dd6fa202c4712d,232,294,processed/female/snake/heize/heize_01.jpg,0.941,0.18744,0.4079,0.2798,-4.486,True,
heize_02,heize,헤이즈,female,snake,뱀상,2,사진데이터/헤이즈2.png,9272c29599abf3c23984406d3622e60a58c39a5082266b826b3b47a1fe599dba,496,636,processed/female/snake/heize/heize_02.jpg,0.93694,0.41135,0.6153,0.7412,-7.05,True,
heize_03,heize,헤이즈,female,snake,뱀상,3,사진데이터/헤이즈3.png,14ac80a7115fc3d68e9e6b0c3930ff42f7f9821b0544bde8376d3ca6acb54b23,312,418,processed/female/snake/heize/heize_03.jpg,0.9344,0.13543,0.3803,0.4991,-0.188,True,
kim_so_yeon_01,kim_so_yeon,김소연,female,snake,뱀상,1,사진데이터/김소연1.png,65cfb1e7e09b98ff022ff3b879982a86704c519cac3150dac16c2df46fa9df71,356,462,processed/female/snake/kim_so_yeon/kim_so_yeon_01.jpg,0.93318,0.17169,0.5773,0.3598,3.761,True,
kim_so_yeon_02,kim_so_yeon,김소연,female,snake,뱀상,2,사진데이터/김소연2.png,798226f8f5c496b57af3b087f07d0c501b2eef0a9fddd36669849b528e6cf390,378,448,processed/female/snake/kim_so_yeon/kim_so_yeon_02.jpg,0.94699,0.21259,0.5025,0.6083,-2.465,True,
kim_so_yeon_03,kim_so_yeon,김소연,female,snake,뱀상,3,사진데이터/김소연3.png,b0c72acb3b3335438df19124e78bb4433c1b171f834d42cb55266ed23749ccd8,662,608,processed/female/snake/kim_so_yeon/kim_so_yeon_03.jpg,0.94364,0.19171,0.489,0.8415,-6.879,True,
lee_joon_gi_01,lee_joon_gi,이준기,male,snake,뱀상,1,사진데이터/이준기1.png,1267e1227ac316fbf1b4e6f227812f76374a7f3a171c89e75d33eba63d54c3b0,398,392,processed/male/snake/lee_joon_gi/lee_joon_gi_01.jpg,0.93594,0.26558,0.5093,0.7729,-6.78,True,
lee_joon_gi_02,lee_joon_gi,이준기,male,snake,뱀상,2,사진데이터/이준기2.png,e81d9a7216358c014342e880423ffb306930abcde58d56f8b39a74bfb2acb638,322,418,processed/male/snake/lee_joon_gi/lee_joon_gi_02.jpg,0.94804,0.31495,0.5821,0.6781,-1.31,True,
lee_joon_gi_03,lee_joon_gi,이준기,male,snake,뱀상,3,사진데이터/이준기3.png,ce5de8aca695d12d3ef0cd9659aa0a20298ab214e78602f3cc59e280a94bdd8d,478,558,processed/male/snake/lee_joon_gi/lee_joon_gi_03.jpg,0.95066,0.24319,0.5312,0.8304,12.306,True,
woo_do_hwan_01,woo_do_hwan,우도환,male,snake,뱀상,1,사진데이터/우도환1.png,118ddcd83351d238d154b20242a3c5195eae8e6e20c70907ab3624ad64e183cb,290,372,processed/male/snake/woo_do_hwan/woo_do_hwan_01.jpg,0.94454,0.29226,0.4306,0.5254,-10.193,True,
woo_do_hwan_02,woo_do_hwan,우도환,male,snake,뱀상,2,사진데이터/우도환2.png,44c7e5139ee61ca5ff411be374db047d9ae246c118d1f7bb66ab82ec337d414e,450,596,processed/male/snake/woo_do_hwan/woo_do_hwan_02.jpg,0.9113,0.34791,0.5174,0.6928,-22.404,False,extreme_roll
woo_do_hwan_03,woo_do_hwan,우도환,male,snake,뱀상,3,사진데이터/우도환3.png,02c09ea1c1dade07d4cfd31f4917903673b2fae5ea4f289378fe88a9e4116590,288,270,processed/male/snake/woo_do_hwan/woo_do_hwan_03.jpg,0.93671,0.18846,0.5113,0.4565,-3.675,True,
ten_nct_01,ten_nct,NCT 텐,male,snake,뱀상,1,사진데이터/NCT텐1.png,bdbbf0c7a5de490d6c1d32df6aa4202f8b488faeceab2d9eda36e951867e3819,350,450,processed/male/snake/ten_nct/ten_nct_01.jpg,0.94958,0.37345,0.6105,0.6691,0.176,True,
ten_nct_02,ten_nct,NCT 텐,male,snake,뱀상,2,사진데이터/NCT텐2.png,db3311f3c1b7858bbfaf23ef31ba886c3e17c6ed782c0bd83d9ef3e584942bf9,430,502,processed/male/snake/ten_nct/ten_nct_02.jpg,0.94491,0.34072,0.5319,0.9267,-2.008,True,
ten_nct_03,ten_nct,NCT 텐,male,snake,뱀상,3,사진데이터/NCT텐3.png,d9760a5c19445c4ee37d728072b7a7eda45663ebd8a1487f139c71563f8e9b81,504,468,processed/male/snake/ten_nct/ten_nct_03.jpg,0.94474,0.20665,0.4592,0.7925,-1.847,True,
joshua_seventeen_01,joshua_seventeen,세븐틴 조슈아,male,snake,뱀상,1,사진데이터/세븐틴조슈아1.png,9e19c7f5cc10def23702c17ca3b6ff0558efd9279cc93c78cf8679fb80b2a00b,496,592,processed/male/snake/joshua_seventeen/joshua_seventeen_01.jpg,0.93909,0.2143,0.5817,0.6245,-1.145,True,
joshua_seventeen_02,joshua_seventeen,세븐틴 조슈아,male,snake,뱀상,2,사진데이터/세븐틴조슈아2.png,ee2d6855355e48f518e92bd5240ac4ff045abb25c7cdad0cc23aa27271422e79,442,530,processed/male/snake/joshua_seventeen/joshua_seventeen_02.jpg,0.93131,0.24123,0.5494,0.8585,-6.927,True,
joshua_seventeen_03,joshua_seventeen,세븐틴 조슈아,male,snake,뱀상,3,사진데이터/세븐틴조슈아3.png,715da8e272e6a01ee4124edd684a3b18e7657b4e82098b56fbf7842a86bf0004,472,470,processed/male/snake/joshua_seventeen/joshua_seventeen_03.jpg,0.94473,0.33233,0.5379,0.8763,-10.523,True,
chun_woo_hee_01,chun_woo_hee,천우희,female,dinosaur,공룡상,1,사진데이터/천우희1.png,fdc897ec1d5fff07b9908398e74727b5bf0cfe3877c44d73dadc1bb5c357d7fe,352,384,processed/female/dinosaur/chun_woo_hee/chun_woo_hee_01.jpg,0.9297,0.18391,0.434,0.5472,6.214,True,
chun_woo_hee_02,chun_woo_hee,천우희,female,dinosaur,공룡상,2,사진데이터/천우희2.png,f74944af766a091960562146e2751545b01e65644008f157733f431a32538b34,268,310,processed/female/dinosaur/chun_woo_hee/chun_woo_hee_02.jpg,0.9431,0.20531,0.3351,0.2664,-4.706,True,
chun_woo_hee_03,chun_woo_hee,천우희,female,dinosaur,공룡상,3,사진데이터/천우희3.png,05f4b038ce5f217c3b6f6ca95c4656287d1d27207c6d8b49d5e95d58f86effb0,514,566,processed/female/dinosaur/chun_woo_hee/chun_woo_hee_03.jpg,0.93577,0.31697,0.4054,0.8021,4.742,True,
song_ji_hyo_01,song_ji_hyo,송지효,female,dinosaur,공룡상,1,사진데이터/송지효1.png,9e4c916403d48d00d0a64623b5572b24894ed5f303ccfeeb66dcc3558a02706e,288,312,processed/female/dinosaur/song_ji_hyo/song_ji_hyo_01.jpg,0.9389,0.16643,0.4472,0.3521,-4.384,True,
song_ji_hyo_02,song_ji_hyo,송지효,female,dinosaur,공룡상,2,사진데이터/송지효2.png,2a09804591618998f2412de26522ec1a72027dfc8dc88769077ab230ce5e471d,384,594,processed/female/dinosaur/song_ji_hyo/song_ji_hyo_02.jpg,0.94614,0.33084,0.6646,0.8139,-6.852,True,
song_ji_hyo_03,song_ji_hyo,송지효,female,dinosaur,공룡상,3,사진데이터/송지효3.png,311bd635cfc9443c81a1213da17aaece806d1efd9227683486f10d7e7939d944,380,502,processed/female/dinosaur/song_ji_hyo/song_ji_hyo_03.jpg,0.94056,0.16877,0.533,0.5364,-0.065,True,
lee_hi_01,lee_hi,이하이,female,dinosaur,공룡상,1,사진데이터/이하이1.png,2bddf95ae5206810fa4755e1a0050ae65385f551ce14103089bdf500cc9f342f,274,310,processed/female/dinosaur/lee_hi/lee_hi_01.jpg,0.94272,0.19168,0.495,0.4125,-3.317,True,
lee_hi_02,lee_hi,이하이,female,dinosaur,공룡상,2,사진데이터/이하이2.png,78689a2e8e412b5c73c7b3199c49985a341890e8df336a32de51eb17709670a6,408,534,processed/female/dinosaur/lee_hi/lee_hi_02.jpg,0.93323,0.20394,0.4469,0.5373,-2.055,True,
lee_hi_03,lee_hi,이하이,female,dinosaur,공룡상,3,사진데이터/이하이3.png,f2dbdafc81914185a41e47c9a9dd00e45290b1fe3407503ccbb4540f7cd0e2fd,432,660,processed/female/dinosaur/lee_hi/lee_hi_03.jpg,0.93978,0.37921,0.5357,0.7187,-3.516,True,
kim_ah_joong_01,kim_ah_joong,김아중,female,dinosaur,공룡상,1,사진데이터/김아중1.png,169a9914a010f86fe93c98070bfac5f0ca9f12003a7fdbe07b6fa90543943f67,486,558,processed/female/dinosaur/kim_ah_joong/kim_ah_joong_01.jpg,0.94796,0.30348,0.4019,0.8604,-5.691,True,
kim_ah_joong_02,kim_ah_joong,김아중,female,dinosaur,공룡상,2,사진데이터/김아중2.png,d12b50760bb77c59773e562497139647d2ccca6f35bdcaf8099adba950a36f84,414,522,processed/female/dinosaur/kim_ah_joong/kim_ah_joong_02.jpg,0.94883,0.21884,0.5255,0.6605,-3.126,True,
kim_ah_joong_03,kim_ah_joong,김아중,female,dinosaur,공룡상,3,사진데이터/김아중3.png,ac195e0b02330a000b0dd56d182af0ff2eee3abdda48704ed7b5a313d2b2c6cf,430,620,processed/female/dinosaur/kim_ah_joong/kim_ah_joong_03.jpg,0.93935,0.35734,0.3895,0.6268,14.718,True,
kim_woo_bin_01,kim_woo_bin,김우빈,male,dinosaur,공룡상,1,사진데이터/김우빈1.png,26e9d946813c5dba9181f77c39e4ae4a8005116bc2238fd8b5a05df164a7cfe6,378,438,processed/male/dinosaur/kim_woo_bin/kim_woo_bin_01.jpg,0.93946,0.19223,0.5433,0.5381,0.916,True,
